problem type,benchmark set,filename,number of orders,capacity,random seed,policy,opt?,UB,LB,time [s]
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-1.txt,30,75,1,traversal,False,2.069,2052.49,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-2.txt,30,75,2,optimal,False,2.428,2407.9,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-2.txt,30,75,2,largest_gap,True,2.747,2746.65,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-2.txt,30,75,2,traversal,False,2.578,2559.9,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-3.txt,30,75,3,optimal,False,2.332,2291.94,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-3.txt,30,75,3,largest_gap,False,2.561,2555.96,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-3.txt,30,75,3,traversal,True,2.472,2471.53,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-4.txt,30,75,4,optimal,True,2.303,2303.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-4.txt,30,75,4,largest_gap,True,2.643,2643.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-4.txt,30,75,4,traversal,True,2.561,2560.67,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-5.txt,30,75,5,optimal,True,2.381,2381.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-5.txt,30,75,5,largest_gap,True,2.651,2650.68,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-5.txt,30,75,5,traversal,True,2.55,2549.56,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-6.txt,30,75,6,optimal,True,2.384,2384.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-6.txt,30,75,6,largest_gap,True,2.694,2693.52,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-6.txt,30,75,6,traversal,False,2.65,2615.84,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-7.txt,30,75,7,optimal,False,2.28,2116.97,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-7.txt,30,75,7,largest_gap,False,2.542,2408.84,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-7.txt,30,75,7,traversal,False,2.364,2252.29,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-8.txt,30,75,8,optimal,False,2.222,2037.32,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-8.txt,30,75,8,largest_gap,False,2.496,2287.22,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-8.txt,30,75,8,traversal,False,2.421,2234.98,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-9.txt,30,75,9,optimal,False,2.174,2019.84,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-9.txt,30,75,9,largest_gap,True,2.219,2218.55,3600.0
OrderBatching,HENN,Instances_class-based\Instances_Largest_Gap\LG_O30_C75\8l-30-75-9.txt,30,75,9,traversal,False,2.337,2168.06,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-0.txt,30,30,0,optimal,True,5.782,5782.0,38.76
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-0.txt,30,30,0,largest_gap,True,6.068,6068.0,95.593
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-0.txt,30,30,0,traversal,True,7.174,7174.0,667.919
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-1.txt,30,30,1,optimal,True,5.195,5195.0,207.305
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-1.txt,30,30,1,largest_gap,True,5.493,5493.0,37.904
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-1.txt,30,30,1,traversal,True,6.224,6224.0,113.002
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-2.txt,30,30,2,optimal,True,6.996,6996.0,1029.62
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-2.txt,30,30,2,largest_gap,True,7.479,7479.0,2262.88
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-2.txt,30,30,2,traversal,True,8.534,8534.0,348.133
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-3.txt,30,30,3,optimal,True,4.854,4854.0,69.031
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-3.txt,30,30,3,largest_gap,True,5.039,5039.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-3.txt,30,30,3,traversal,True,5.825,5825.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-4.txt,30,30,4,optimal,True,4.789,4789.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-4.txt,30,30,4,largest_gap,True,5.039,5039.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-4.txt,30,30,4,traversal,True,5.696,5696.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-5.txt,30,30,5,optimal,True,4.719,4719.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-5.txt,30,30,5,largest_gap,True,4.944,4944.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-5.txt,30,30,5,traversal,True,5.624,5624.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-6.txt,30,30,6,optimal,True,5.023,5023.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-6.txt,30,30,6,largest_gap,True,5.279,5279.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-6.txt,30,30,6,traversal,True,6.043,6043.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-7.txt,30,30,7,optimal,True,5.457,5457.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-7.txt,30,30,7,largest_gap,True,5.774,5774.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-7.txt,30,30,7,traversal,True,6.484,6484.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-8.txt,30,30,8,optimal,True,4.255,4255.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-8.txt,30,30,8,largest_gap,True,4.43,4430.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-8.txt,30,30,8,traversal,True,5.162,5162.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-9.txt,30,30,9,optimal,True,5.299,5299.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-9.txt,30,30,9,largest_gap,True,5.598,5598.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C30\25s-30-30-9.txt,30,30,9,traversal,True,6.365,6365.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-0.txt,30,45,0,optimal,True,3.246,3246.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-0.txt,30,45,0,largest_gap,True,3.513,3513.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-0.txt,30,45,0,traversal,True,3.739,3739.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-1.txt,30,45,1,optimal,True,4.147,4147.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-1.txt,30,45,1,largest_gap,True,4.491,4491.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-1.txt,30,45,1,traversal,True,4.701,4700.75,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-2.txt,30,45,2,optimal,True,3.579,3579.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-2.txt,30,45,2,largest_gap,True,3.838,3838.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-2.txt,30,45,2,traversal,True,3.92,3920.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-3.txt,30,45,3,optimal,True,3.18,3179.64,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-3.txt,30,45,3,largest_gap,True,3.417,3416.6,28.411
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-3.txt,30,45,3,traversal,True,3.646,3645.6,308.256
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-4.txt,30,45,4,optimal,False,3.866,3838.0,1688.93
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-4.txt,30,45,4,largest_gap,False,4.176,4174.22,993.546
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-4.txt,30,45,4,traversal,True,4.386,4385.53,185.628
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-5.txt,30,45,5,optimal,True,3.659,3658.69,174.394
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-5.txt,30,45,5,largest_gap,True,3.871,3871.0,375.596
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-5.txt,30,45,5,traversal,True,4.077,4076.56,1054.05
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-6.txt,30,45,6,optimal,True,3.834,3833.78,581.487
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-6.txt,30,45,6,largest_gap,True,4.123,4122.67,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-6.txt,30,45,6,traversal,True,4.409,4408.68,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-7.txt,30,45,7,optimal,False,3.873,3868.5,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-7.txt,30,45,7,largest_gap,True,4.104,4104.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-7.txt,30,45,7,traversal,True,4.486,4485.52,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-8.txt,30,45,8,optimal,True,3.92,3919.6,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-8.txt,30,45,8,largest_gap,True,4.172,4172.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-8.txt,30,45,8,traversal,True,4.394,4393.54,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-9.txt,30,45,9,optimal,False,3.365,3361.85,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-9.txt,30,45,9,largest_gap,True,3.584,3583.56,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C45\26s-30-45-9.txt,30,45,9,traversal,True,3.842,3841.61,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-0.txt,30,60,0,optimal,False,2.902,2829.11,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-0.txt,30,60,0,largest_gap,False,3.031,3007.67,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-0.txt,30,60,0,traversal,False,3.18,3147.11,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-1.txt,30,60,1,optimal,False,2.916,2901.98,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-1.txt,30,60,1,largest_gap,True,3.14,3139.67,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-1.txt,30,60,1,traversal,True,3.223,3222.52,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-2.txt,30,60,2,optimal,False,2.702,2694.51,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-2.txt,30,60,2,largest_gap,True,2.991,2990.71,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-2.txt,30,60,2,traversal,True,2.905,2904.54,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-3.txt,30,60,3,optimal,False,2.854,2769.29,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-3.txt,30,60,3,largest_gap,True,2.973,2972.54,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-3.txt,30,60,3,traversal,True,3.016,3015.54,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-4.txt,30,60,4,optimal,False,2.916,2912.91,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-4.txt,30,60,4,largest_gap,True,3.165,3165.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-4.txt,30,60,4,traversal,True,3.157,3156.61,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-5.txt,30,60,5,optimal,False,2.612,2581.41,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-5.txt,30,60,5,largest_gap,False,2.831,2824.33,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-5.txt,30,60,5,traversal,False,2.895,2833.1,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-6.txt,30,60,6,optimal,False,2.964,2917.54,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-6.txt,30,60,6,largest_gap,False,3.3,3224.67,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-6.txt,30,60,6,traversal,False,3.18,3130.74,642.712
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-7.txt,30,60,7,optimal,True,2.545,2544.72,781.697
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-7.txt,30,60,7,largest_gap,True,2.806,2806.0,1425.17
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-7.txt,30,60,7,traversal,True,2.8,2799.54,427.981
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-8.txt,30,60,8,optimal,False,2.854,2846.74,350.23
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-8.txt,30,60,8,largest_gap,True,3.101,3100.62,1196.13
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-8.txt,30,60,8,traversal,True,3.069,3068.81,1046.32
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-9.txt,30,60,9,optimal,True,2.465,2465.0,60.53
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-9.txt,30,60,9,largest_gap,True,2.738,2737.89,1398.88
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C60\27s-30-60-9.txt,30,60,9,traversal,True,2.674,2673.51,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-0.txt,30,75,0,optimal,False,2.208,2204.22,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-0.txt,30,75,0,largest_gap,True,2.403,2403.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-0.txt,30,75,0,traversal,True,2.366,2365.8,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-1.txt,30,75,1,optimal,False,2.272,2197.34,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-1.txt,30,75,1,largest_gap,True,2.495,2494.57,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-1.txt,30,75,1,traversal,False,2.457,2327.1,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-2.txt,30,75,2,optimal,False,2.76,2748.26,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-2.txt,30,75,2,largest_gap,True,3.125,3124.74,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-2.txt,30,75,2,traversal,False,2.985,2951.47,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-3.txt,30,75,3,optimal,True,2.113,2113.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-3.txt,30,75,3,largest_gap,True,2.398,2398.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-3.txt,30,75,3,traversal,True,2.311,2310.51,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-4.txt,30,75,4,optimal,False,2.332,2231.94,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-4.txt,30,75,4,largest_gap,False,2.501,2484.55,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-4.txt,30,75,4,traversal,False,2.558,2492.84,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-5.txt,30,75,5,optimal,False,2.396,2383.98,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-5.txt,30,75,5,largest_gap,True,2.63,2629.66,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-5.txt,30,75,5,traversal,True,2.532,2532.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-6.txt,30,75,6,optimal,False,2.294,2278.49,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-6.txt,30,75,6,largest_gap,False,2.564,2554.21,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-6.txt,30,75,6,traversal,False,2.573,2514.61,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-7.txt,30,75,7,optimal,True,2.368,2367.56,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-7.txt,30,75,7,largest_gap,True,2.664,2664.0,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-7.txt,30,75,7,traversal,True,2.547,2546.75,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-8.txt,30,75,8,optimal,True,2.319,2318.88,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-8.txt,30,75,8,largest_gap,True,2.556,2555.53,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-8.txt,30,75,8,traversal,True,2.525,2524.72,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-9.txt,30,75,9,optimal,False,2.326,2298.99,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-9.txt,30,75,9,largest_gap,False,2.53,2524.13,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O30_C75\28s-30-75-9.txt,30,75,9,traversal,False,2.591,2481.22,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-0.txt,30,30,0,optimal,True,6.05,6050.0,1427.69
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-0.txt,30,30,0,largest_gap,True,6.748,6748.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-0.txt,30,30,0,traversal,True,7.391,7391.0,607.517
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-1.txt,30,30,1,optimal,True,6.122,6122.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-1.txt,30,30,1,largest_gap,True,6.559,6559.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-1.txt,30,30,1,traversal,True,7.249,7249.0,973.96
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-2.txt,30,30,2,optimal,True,6.712,6712.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-2.txt,30,30,2,largest_gap,True,7.317,7317.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-2.txt,30,30,2,traversal,True,7.776,7776.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-3.txt,30,30,3,optimal,True,7.283,7283.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-3.txt,30,30,3,largest_gap,True,7.831,7831.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-3.txt,30,30,3,traversal,True,8.783,8783.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-4.txt,30,30,4,optimal,True,8.595,8595.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-4.txt,30,30,4,largest_gap,True,9.415,9415.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-4.txt,30,30,4,traversal,True,10.329,10329.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-5.txt,30,30,5,optimal,True,8.18,8180.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-5.txt,30,30,5,largest_gap,True,8.735,8735.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-5.txt,30,30,5,traversal,True,9.781,9781.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-6.txt,30,30,6,optimal,True,6.167,6167.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-6.txt,30,30,6,largest_gap,True,6.772,6772.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-6.txt,30,30,6,traversal,True,7.237,7237.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-7.txt,30,30,7,optimal,True,7.48,7480.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-7.txt,30,30,7,largest_gap,True,8.293,8293.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-7.txt,30,30,7,traversal,True,8.833,8833.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-8.txt,30,30,8,optimal,True,6.533,6533.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-8.txt,30,30,8,largest_gap,True,7.089,7089.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-8.txt,30,30,8,traversal,True,7.637,7636.83,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-9.txt,30,30,9,optimal,True,6.05,6050.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-9.txt,30,30,9,largest_gap,True,6.628,6628.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C30\5l-30-30-9.txt,30,30,9,traversal,True,6.931,6930.67,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C45\6l-30-45-0.txt,30,45,0,optimal,False,5.14,5116.6,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C45\6l-30-45-0.txt,30,45,0,largest_gap,False,5.819,5814.67,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C45\6l-30-45-0.txt,30,45,0,traversal,True,5.576,5575.64,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C45\6l-30-45-1.txt,30,45,1,optimal,False,5.027,5025.6,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O30_C45\6l-30-45-1.txt,30,45,1,largest_gap,True,5.752,5751.77,3600.0
