problem type,benchmark set,filename,number of orders,capacity,random seed,policy,opt?,UB,LB,time [s]
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-2.txt,60,60,2,optimal,False,5.286,5143.78,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-2.txt,60,60,2,largest_gap,False,5.823,5750.77,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-2.txt,60,60,2,traversal,False,5.729,5683.89,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-3.txt,60,60,3,optimal,False,5.582,4823.18,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-3.txt,60,60,3,largest_gap,False,6.104,5845.3,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-3.txt,60,60,3,traversal,True,5.699,5698.57,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-4.txt,60,60,4,optimal,False,5.599,5230.17,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-4.txt,60,60,4,largest_gap,False,6.108,6061.88,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-4.txt,60,60,4,traversal,True,5.92,5919.58,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-5.txt,60,60,5,optimal,False,5.27,4891.59,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-5.txt,60,60,5,largest_gap,False,5.778,5503.19,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-5.txt,60,60,5,traversal,False,5.619,5592.01,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-6.txt,60,60,6,optimal,False,5.005,4963.34,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-6.txt,60,60,6,largest_gap,False,5.529,5446.29,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-6.txt,60,60,6,traversal,False,5.333,5319.2,1840.49
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-7.txt,60,60,7,optimal,False,4.951,4568.24,1283.99
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-7.txt,60,60,7,largest_gap,False,5.172,5151.49,846.483
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-7.txt,60,60,7,traversal,False,5.07,5062.46,402.693
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-8.txt,60,60,8,optimal,False,5.543,5350.15,1455.49
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-8.txt,60,60,8,largest_gap,False,6.07,5858.19,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-8.txt,60,60,8,traversal,True,5.874,5873.5,1303.38
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-9.txt,60,60,9,optimal,False,4.925,4835.46,8.527
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-9.txt,60,60,9,largest_gap,False,5.343,5249.08,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C60\39s-60-60-9.txt,60,60,9,traversal,False,5.32,5300.85,2311.71
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-0.txt,60,75,0,optimal,False,3.968,3922.5,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-0.txt,60,75,0,largest_gap,False,4.366,4312.95,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-0.txt,60,75,0,traversal,False,4.314,4223.35,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-1.txt,60,75,1,optimal,False,4.964,4665.59,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-1.txt,60,75,1,largest_gap,False,5.477,5067.36,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-1.txt,60,75,1,traversal,False,5.371,5137.68,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-2.txt,60,75,2,optimal,False,4.452,4123.55,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-2.txt,60,75,2,largest_gap,False,4.949,4793.85,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-2.txt,60,75,2,traversal,False,4.563,4514.97,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-3.txt,60,75,3,optimal,False,4.478,3889.63,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-3.txt,60,75,3,largest_gap,False,4.919,4822.01,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-3.txt,60,75,3,traversal,False,4.662,4557.57,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-4.txt,60,75,4,optimal,False,4.42,3902.19,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-4.txt,60,75,4,largest_gap,False,4.615,4517.84,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-4.txt,60,75,4,traversal,False,4.458,4371.69,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-5.txt,60,75,5,optimal,False,4.321,3524.13,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-5.txt,60,75,5,largest_gap,False,4.529,4464.63,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-5.txt,60,75,5,traversal,False,4.427,4356.41,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-6.txt,60,75,6,optimal,False,4.168,3832.6,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-6.txt,60,75,6,largest_gap,False,4.792,4549.3,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-6.txt,60,75,6,traversal,False,4.463,4395.03,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-7.txt,60,75,7,optimal,False,4.429,3717.69,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-7.txt,60,75,7,largest_gap,False,4.895,4757.63,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-7.txt,60,75,7,traversal,False,4.801,4627.85,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-8.txt,60,75,8,optimal,False,4.786,3923.29,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-8.txt,60,75,8,largest_gap,False,5.292,5036.38,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-8.txt,60,75,8,traversal,False,4.775,4764.37,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-9.txt,60,75,9,optimal,False,4.671,4301.93,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-9.txt,60,75,9,largest_gap,False,4.983,4814.85,3600.0
OrderBatching,HENN,Instances_class-based\Instances_S-Shape\SS_O60_C75\40s-60-75-9.txt,60,75,9,traversal,False,4.846,4678.17,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-0.txt,60,30,0,optimal,True,13.457,13457.0,2807.96
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-0.txt,60,30,0,largest_gap,True,14.788,14788.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-0.txt,60,30,0,traversal,True,15.843,15843.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-1.txt,60,30,1,optimal,True,14.052,14052.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-1.txt,60,30,1,largest_gap,True,15.506,15506.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-1.txt,60,30,1,traversal,True,16.427,16427.0,1040.98
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-2.txt,60,30,2,optimal,True,15.291,15291.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-2.txt,60,30,2,largest_gap,False,16.582,16578.5,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-2.txt,60,30,2,traversal,False,18.622,18616.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-3.txt,60,30,3,optimal,True,12.76,12760.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-3.txt,60,30,3,largest_gap,True,14.073,14073.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-3.txt,60,30,3,traversal,True,14.79,14789.7,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-4.txt,60,30,4,optimal,True,14.799,14799.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-4.txt,60,30,4,largest_gap,True,16.017,16017.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-4.txt,60,30,4,traversal,True,17.832,17832.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-5.txt,60,30,5,optimal,True,12.032,12032.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-5.txt,60,30,5,largest_gap,True,13.024,13024.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-5.txt,60,30,5,traversal,True,14.184,14183.6,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-6.txt,60,30,6,optimal,True,15.252,15252.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-6.txt,60,30,6,largest_gap,True,16.498,16498.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-6.txt,60,30,6,traversal,True,18.327,18327.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-7.txt,60,30,7,optimal,True,12.501,12501.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-7.txt,60,30,7,largest_gap,False,13.785,13770.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-7.txt,60,30,7,traversal,True,14.694,14694.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-8.txt,60,30,8,optimal,False,12.396,12392.3,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-8.txt,60,30,8,largest_gap,False,13.587,13553.3,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-8.txt,60,30,8,traversal,False,14.784,14769.5,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-9.txt,60,30,9,optimal,True,15.08,15080.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-9.txt,60,30,9,largest_gap,True,16.186,16186.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C30\17l-60-30-9.txt,60,30,9,traversal,True,17.719,17719.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-0.txt,60,45,0,optimal,False,9.943,8976.72,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-0.txt,60,45,0,largest_gap,False,11.307,10828.2,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-0.txt,60,45,0,traversal,True,10.933,10932.5,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-1.txt,60,45,1,optimal,False,8.828,7732.46,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-1.txt,60,45,1,largest_gap,False,9.936,9493.95,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-1.txt,60,45,1,traversal,True,9.729,9728.51,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-2.txt,60,45,2,optimal,False,8.949,7966.86,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-2.txt,60,45,2,largest_gap,False,10.033,8874.43,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-2.txt,60,45,2,traversal,False,9.742,9730.57,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-3.txt,60,45,3,optimal,False,8.22,7886.0,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-3.txt,60,45,3,largest_gap,False,9.507,8500.52,12.548
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-3.txt,60,45,3,traversal,True,8.936,8935.51,6.136
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-4.txt,60,45,4,optimal,False,8.736,7530.29,1.026
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-4.txt,60,45,4,largest_gap,False,10.223,8964.33,4.958
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-4.txt,60,45,4,traversal,True,9.648,9647.56,29.453
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-5.txt,60,45,5,optimal,False,8.738,7424.96,1.041
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-5.txt,60,45,5,largest_gap,False,9.734,8840.47,13.317
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-5.txt,60,45,5,traversal,False,9.484,9464.78,2.905
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-6.txt,60,45,6,optimal,False,9.213,8331.67,6.735
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-6.txt,60,45,6,largest_gap,False,10.294,9253.29,3.133
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-6.txt,60,45,6,traversal,True,10.277,10276.5,145.865
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-7.txt,60,45,7,optimal,False,8.726,7662.37,72.246
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-7.txt,60,45,7,largest_gap,False,9.697,8808.28,271.881
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-7.txt,60,45,7,traversal,True,9.466,9466.0,32.853
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-8.txt,60,45,8,optimal,False,9.422,8506.75,698.502
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-8.txt,60,45,8,largest_gap,False,10.696,8884.27,28.815
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-8.txt,60,45,8,traversal,True,10.255,10254.5,448.851
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-9.txt,60,45,9,optimal,False,9.333,8820.94,13.615
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-9.txt,60,45,9,largest_gap,False,10.535,9392.51,16.418
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-9.txt,60,45,9,traversal,False,10.331,10309.7,30.889
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-0.txt,60,60,0,optimal,False,7.216,5674.29,22.194
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-0.txt,60,60,0,largest_gap,False,8.46,6407.81,2585.16
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-0.txt,60,60,0,traversal,False,7.656,7595.47,70.216
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-1.txt,60,60,1,optimal,False,7.137,5013.01,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-1.txt,60,60,1,largest_gap,False,8.317,5036.64,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-1.txt,60,60,1,traversal,False,7.572,7388.5,363.386
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-2.txt,60,60,2,optimal,False,7.144,5473.4,273.012
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-2.txt,60,60,2,largest_gap,False,8.212,5939.41,3210.11
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-2.txt,60,60,2,traversal,False,7.137,7127.29,59.191
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-3.txt,60,60,3,optimal,False,7.779,6698.63,2448.14
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-3.txt,60,60,3,largest_gap,False,9.591,5735.94,2927.72
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-3.txt,60,60,3,traversal,False,8.242,8163.87,1514.04
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-4.txt,60,60,4,optimal,False,7.24,5722.71,508.03
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-4.txt,60,60,4,largest_gap,False,8.332,6252.01,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-4.txt,60,60,4,traversal,False,7.807,7723.13,1364.82
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-5.txt,60,60,5,optimal,False,7.017,5614.15,107.516
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-5.txt,60,60,5,largest_gap,False,7.974,5841.72,2275.16
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-5.txt,60,60,5,traversal,False,7.112,7061.02,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-6.txt,60,60,6,optimal,False,6.919,5235.51,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-6.txt,60,60,6,largest_gap,False,8.413,4313.52,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-6.txt,60,60,6,traversal,False,7.284,7269.05,16.011
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-7.txt,60,60,7,optimal,False,7.293,6010.82,12.589
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-7.txt,60,60,7,largest_gap,False,8.337,5987.55,3.144
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-7.txt,60,60,7,traversal,False,7.691,7646.92,2.697
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-8.txt,60,60,8,optimal,False,7.524,5429.37,4.03
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-8.txt,60,60,8,largest_gap,False,8.136,6503.5,3.554
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-8.txt,60,60,8,traversal,False,7.584,7547.22,13.944
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-9.txt,60,60,9,optimal,False,7.048,4351.89,12.474
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-9.txt,60,60,9,largest_gap,False,8.139,5218.04,17.737
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-9.txt,60,60,9,traversal,False,7.121,7082.09,39.623
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-0.txt,60,75,0,optimal,False,5.923,3995.19,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-0.txt,60,75,0,largest_gap,False,6.751,1409.78,2798.27
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-0.txt,60,75,0,traversal,False,5.675,5621.42,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-1.txt,60,75,1,optimal,False,6.992,5090.89,283.268
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-1.txt,60,75,1,largest_gap,False,7.916,5177.13,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-1.txt,60,75,1,traversal,False,6.938,6826.94,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-2.txt,60,75,2,optimal,False,6.459,4732.44,434.692
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-2.txt,60,75,2,largest_gap,False,7.767,3689.54,1181.18
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-2.txt,60,75,2,traversal,False,6.421,6417.28,299.811
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-3.txt,60,75,3,optimal,False,6.513,4764.27,315.873
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-3.txt,60,75,3,largest_gap,False,7.346,4746.27,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-3.txt,60,75,3,traversal,False,6.322,6265.12,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-4.txt,60,75,4,optimal,False,6.076,3866.76,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-4.txt,60,75,4,largest_gap,False,7.638,5163.77,1577.62
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-4.txt,60,75,4,traversal,False,6.311,6180.26,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-5.txt,60,75,5,optimal,False,5.487,1940.27,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-5.txt,60,75,5,largest_gap,False,6.363,2017.85,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-5.txt,60,75,5,traversal,False,5.276,5206.74,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-6.txt,60,75,6,optimal,False,5.978,3100.3,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-6.txt,60,75,6,largest_gap,False,7.077,4537.13,904.573
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-6.txt,60,75,6,traversal,False,5.784,5768.3,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-7.txt,60,75,7,optimal,False,6.997,4947.39,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-7.txt,60,75,7,largest_gap,False,7.658,6143.73,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-7.txt,60,75,7,traversal,False,6.974,6896.44,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-8.txt,60,75,8,optimal,False,6.382,4288.35,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-8.txt,60,75,8,largest_gap,False,6.959,4614.8,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-8.txt,60,75,8,traversal,False,6.168,6040.07,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-9.txt,60,75,9,optimal,False,5.633,4192.96,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-9.txt,60,75,9,largest_gap,False,6.686,4595.17,3600.0
OrderBatching,HENN,Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-9.txt,60,75,9,traversal,False,5.632,5543.45,3600.0
OrderBatching,HENN,Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-0.txt,60,30,0,optimal,True,14.621,14621.0,120.037
OrderBatching,HENN,Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-0.txt,60,30,0,largest_gap,True,15.71,15710.0,18.13
OrderBatching,HENN,Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-0.txt,60,30,0,traversal,True,16.755,16755.0,168.226
OrderBatching,HENN,Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-1.txt,60,30,1,optimal,True,14.731,14731.0,2024.69
OrderBatching,HENN,Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-1.txt,60,30,1,largest_gap,True,16.047,16047.0,29.893
