problem type,benchmark set,filename,number of orders,capacity,random seed,policy,opt?,UB,LB,time [s]
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_0.txt,20.0,24.0,1.0,optimal,True,649.0,649.0,397.606
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_0.txt,20.0,24.0,1.0,largest_gap,True,676.0,676.0,7.492
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_0.txt,20.0,24.0,1.0,midpoint,True,702.0,702.0,2.72
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_0.txt,20.0,24.0,1.0,return,True,869.0,868.8,10.877
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_0.txt,20.0,24.0,1.0,traversal,True,743.0,743.0,13.198
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_0.txt,20.0,24.0,1.0,composite,True,655.0,654.75,138.342
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_1.txt,20.0,24.0,2.0,optimal,True,655.0,655.0,458.108
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_1.txt,20.0,24.0,2.0,largest_gap,True,692.0,692.0,357.505
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_1.txt,20.0,24.0,2.0,midpoint,True,712.0,711.6,145.944
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_1.txt,20.0,24.0,2.0,return,True,892.0,892.4,30.744
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_1.txt,20.0,24.0,2.0,traversal,True,752.0,752.0,153.712
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_1.txt,20.0,24.0,2.0,composite,True,666.0,665.54,264.7
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_2.txt,20.0,24.0,3.0,optimal,True,674.0,674.0,46.928
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_2.txt,20.0,24.0,3.0,largest_gap,True,718.0,718.4,8.792
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_2.txt,20.0,24.0,3.0,midpoint,True,754.0,754.4,6.76
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_2.txt,20.0,24.0,3.0,return,True,909.0,909.15,2.912
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_2.txt,20.0,24.0,3.0,traversal,True,770.0,770.0,33.316
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_2.txt,20.0,24.0,3.0,composite,True,686.0,686.4,30.049
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_3.txt,20.0,24.0,4.0,optimal,True,580.0,580.0,16.428
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_3.txt,20.0,24.0,4.0,largest_gap,True,605.0,605.2,4.453
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_3.txt,20.0,24.0,4.0,midpoint,True,627.0,627.2,2.489
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_3.txt,20.0,24.0,4.0,return,True,809.0,809.2,8.109
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_3.txt,20.0,24.0,4.0,traversal,True,668.0,668.0,2.696
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_3.txt,20.0,24.0,4.0,composite,True,588.0,588.0,7.342
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_4.txt,20.0,24.0,5.0,optimal,True,569.0,569.0,92.842
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_4.txt,20.0,24.0,5.0,largest_gap,True,620.0,620.0,34.006
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_4.txt,20.0,24.0,5.0,midpoint,True,648.0,648.4,17.487
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_4.txt,20.0,24.0,5.0,return,True,725.0,725.2,15.733
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_4.txt,20.0,24.0,5.0,traversal,True,613.0,613.0,2.938
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_4.txt,20.0,24.0,5.0,composite,True,571.0,571.0,50.273
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_5.txt,20.0,24.0,6.0,optimal,True,523.0,523.0,1609.77
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_5.txt,20.0,24.0,6.0,largest_gap,True,550.0,549.52,288.144
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_5.txt,20.0,24.0,6.0,midpoint,True,562.0,561.57,28.652
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_5.txt,20.0,24.0,6.0,return,True,678.0,678.0,153.836
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_5.txt,20.0,24.0,6.0,traversal,True,565.0,565.0,142.542
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_5.txt,20.0,24.0,6.0,composite,True,526.0,525.51,627.451
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_6.txt,20.0,24.0,7.0,optimal,True,552.0,552.0,36.411
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_6.txt,20.0,24.0,7.0,largest_gap,True,572.0,572.0,17.551
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_6.txt,20.0,24.0,7.0,midpoint,True,584.0,583.6,3.208
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_6.txt,20.0,24.0,7.0,return,True,757.0,757.2,11.589
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_6.txt,20.0,24.0,7.0,traversal,True,628.0,628.0,21.578
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_6.txt,20.0,24.0,7.0,composite,True,560.0,559.6,78.722
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_7.txt,20.0,24.0,8.0,optimal,True,560.0,560.0,126.478
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_7.txt,20.0,24.0,8.0,largest_gap,True,574.0,574.0,7.862
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_7.txt,20.0,24.0,8.0,midpoint,True,582.0,582.0,4.026
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_7.txt,20.0,24.0,8.0,return,True,828.0,828.0,3.274
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_7.txt,20.0,24.0,8.0,traversal,True,644.0,644.0,18.523
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_7.txt,20.0,24.0,8.0,composite,True,563.0,563.2,34.36
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_8.txt,20.0,24.0,9.0,optimal,True,680.0,680.0,28.752
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_8.txt,20.0,24.0,9.0,largest_gap,True,720.0,719.6,14.886
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_8.txt,20.0,24.0,9.0,midpoint,True,738.0,737.6,4.646
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_8.txt,20.0,24.0,9.0,return,True,929.0,929.2,0.581
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_8.txt,20.0,24.0,9.0,traversal,True,770.0,770.0,1.663
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_8.txt,20.0,24.0,9.0,composite,True,685.0,685.0,7.556
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_9.txt,20.0,24.0,10.0,optimal,True,501.0,501.0,1275.76
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_9.txt,20.0,24.0,10.0,largest_gap,True,529.0,529.0,576.648
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_9.txt,20.0,24.0,10.0,midpoint,True,545.0,544.8,280.669
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_9.txt,20.0,24.0,10.0,return,True,701.0,700.71,345.793
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_9.txt,20.0,24.0,10.0,traversal,True,594.0,594.0,1711.52
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_20_24_9.txt,20.0,24.0,10.0,composite,True,501.0,500.8,140.155
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_0.txt,30.0,24.0,1.0,optimal,False,921.0,916.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_0.txt,30.0,24.0,1.0,largest_gap,True,959.0,959.0,19.829
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_0.txt,30.0,24.0,1.0,midpoint,True,990.0,990.0,26.691
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_0.txt,30.0,24.0,1.0,return,True,1.241,1241.13,290.106
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_0.txt,30.0,24.0,1.0,traversal,True,1.017,1017.0,76.728
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_0.txt,30.0,24.0,1.0,composite,False,926.0,925.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_1.txt,30.0,24.0,2.0,optimal,True,994.0,994.0,605.215
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_1.txt,30.0,24.0,2.0,largest_gap,True,1.049,1049.0,5.12
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_1.txt,30.0,24.0,2.0,midpoint,True,1.114,1114.4,94.622
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_1.txt,30.0,24.0,2.0,return,True,1.309,1309.12,148.371
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_1.txt,30.0,24.0,2.0,traversal,True,1.102,1102.0,102.514
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_1.txt,30.0,24.0,2.0,composite,True,999.0,999.13,125.856
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_2.txt,30.0,24.0,3.0,optimal,True,734.0,734.0,407.634
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_2.txt,30.0,24.0,3.0,largest_gap,True,775.0,775.0,478.462
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_2.txt,30.0,24.0,3.0,midpoint,True,791.0,791.1,188.327
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_2.txt,30.0,24.0,3.0,return,True,1.039,1038.74,43.006
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_2.txt,30.0,24.0,3.0,traversal,True,821.0,821.0,60.126
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_2.txt,30.0,24.0,3.0,composite,True,741.0,741.16,139.207
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_3.txt,30.0,24.0,4.0,optimal,False,832.0,821.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_3.txt,30.0,24.0,4.0,largest_gap,True,864.0,863.91,2702.44
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_3.txt,30.0,24.0,4.0,midpoint,True,903.0,902.72,322.993
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_3.txt,30.0,24.0,4.0,return,True,1.084,1083.52,224.372
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_3.txt,30.0,24.0,4.0,traversal,True,917.0,917.0,1222.91
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_3.txt,30.0,24.0,4.0,composite,False,836.0,829.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_4.txt,30.0,24.0,5.0,optimal,False,828.0,825.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_4.txt,30.0,24.0,5.0,largest_gap,False,876.0,876.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_4.txt,30.0,24.0,5.0,midpoint,True,896.0,896.31,2672.69
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_4.txt,30.0,24.0,5.0,return,True,1.098,1098.0,882.093
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_4.txt,30.0,24.0,5.0,traversal,True,953.0,953.0,398.298
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_4.txt,30.0,24.0,5.0,composite,True,835.0,835.0,2583.15
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_5.txt,30.0,24.0,6.0,optimal,False,850.0,841.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_5.txt,30.0,24.0,6.0,largest_gap,True,876.0,876.0,1116.55
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_5.txt,30.0,24.0,6.0,midpoint,True,908.0,907.53,210.602
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_5.txt,30.0,24.0,6.0,return,False,1.129,1128.45,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_5.txt,30.0,24.0,6.0,traversal,False,956.0,943.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_5.txt,30.0,24.0,6.0,composite,False,864.0,853.6,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_6.txt,30.0,24.0,7.0,optimal,False,820.0,816.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_6.txt,30.0,24.0,7.0,largest_gap,True,859.0,859.0,618.409
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_6.txt,30.0,24.0,7.0,midpoint,True,893.0,892.78,497.37
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_6.txt,30.0,24.0,7.0,return,True,1.101,1101.11,860.147
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_6.txt,30.0,24.0,7.0,traversal,True,912.0,912.0,3494.82
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_6.txt,30.0,24.0,7.0,composite,False,845.0,826.93,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_7.txt,30.0,24.0,8.0,optimal,True,860.0,860.0,3310.37
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_7.txt,30.0,24.0,8.0,largest_gap,True,914.0,913.9,2573.33
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_7.txt,30.0,24.0,8.0,midpoint,True,958.0,957.96,389.325
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_7.txt,30.0,24.0,8.0,return,True,1.166,1165.92,199.314
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_7.txt,30.0,24.0,8.0,traversal,True,972.0,972.0,408.029
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_7.txt,30.0,24.0,8.0,composite,True,862.0,861.9,613.193
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_8.txt,30.0,24.0,9.0,optimal,False,863.0,848.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_8.txt,30.0,24.0,9.0,largest_gap,False,891.0,887.33,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_8.txt,30.0,24.0,9.0,midpoint,False,925.0,923.7,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_8.txt,30.0,24.0,9.0,return,True,1.154,1154.0,1308.1
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_8.txt,30.0,24.0,9.0,traversal,False,947.0,945.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_8.txt,30.0,24.0,9.0,composite,True,856.0,856.0,2940.78
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_9.txt,30.0,24.0,10.0,optimal,True,758.0,758.0,211.919
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_9.txt,30.0,24.0,10.0,largest_gap,True,797.0,797.0,47.817
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_9.txt,30.0,24.0,10.0,midpoint,True,814.0,813.53,16.153
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_9.txt,30.0,24.0,10.0,return,True,1.079,1078.8,65.786
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_9.txt,30.0,24.0,10.0,traversal,True,859.0,859.0,65.411
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_30_24_9.txt,30.0,24.0,10.0,composite,True,768.0,767.6,258.503
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_0.txt,40.0,24.0,1.0,optimal,False,1.196,1187.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_0.txt,40.0,24.0,1.0,largest_gap,True,1.259,1258.7,2365.65
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_0.txt,40.0,24.0,1.0,midpoint,True,1.317,1316.71,687.214
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_0.txt,40.0,24.0,1.0,return,True,1.589,1588.71,962.098
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_0.txt,40.0,24.0,1.0,traversal,False,1.327,1326.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_0.txt,40.0,24.0,1.0,composite,False,1.21,1208.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_1.txt,40.0,24.0,2.0,optimal,False,1.056,1055.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_1.txt,40.0,24.0,2.0,largest_gap,True,1.127,1127.0,824.455
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_1.txt,40.0,24.0,2.0,midpoint,True,1.158,1158.0,301.488
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_1.txt,40.0,24.0,2.0,return,True,1.434,1433.94,320.226
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_1.txt,40.0,24.0,2.0,traversal,True,1.156,1156.0,128.057
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_1.txt,40.0,24.0,2.0,composite,True,1.062,1062.0,1155.13
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_2.txt,40.0,24.0,3.0,optimal,True,1.189,1189.0,1328.62
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_2.txt,40.0,24.0,3.0,largest_gap,True,1.274,1274.0,44.25
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_2.txt,40.0,24.0,3.0,midpoint,True,1.312,1311.6,85.138
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_2.txt,40.0,24.0,3.0,return,True,1.584,1584.4,78.413
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_2.txt,40.0,24.0,3.0,traversal,True,1.313,1313.0,100.392
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_2.txt,40.0,24.0,3.0,composite,True,1.2,1200.4,181.215
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_3.txt,40.0,24.0,4.0,optimal,True,1.075,1075.0,667.082
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_3.txt,40.0,24.0,4.0,largest_gap,True,1.154,1154.0,357.389
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_3.txt,40.0,24.0,4.0,midpoint,True,1.195,1194.8,106.972
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_3.txt,40.0,24.0,4.0,return,True,1.41,1409.6,185.239
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_3.txt,40.0,24.0,4.0,traversal,True,1.2,1200.0,149.529
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_3.txt,40.0,24.0,4.0,composite,True,1.082,1082.0,362.914
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_4.txt,40.0,24.0,5.0,optimal,True,1.088,1088.0,2241.08
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_4.txt,40.0,24.0,5.0,largest_gap,True,1.118,1118.0,176.315
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_4.txt,40.0,24.0,5.0,midpoint,True,1.166,1166.4,149.727
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_4.txt,40.0,24.0,5.0,return,True,1.434,1434.4,53.05
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_4.txt,40.0,24.0,5.0,traversal,True,1.224,1224.0,126.402
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_4.txt,40.0,24.0,5.0,composite,True,1.092,1092.32,454.488
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_5.txt,40.0,24.0,6.0,optimal,True,1.136,1136.0,2217.75
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_5.txt,40.0,24.0,6.0,largest_gap,True,1.2,1200.0,245.518
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_5.txt,40.0,24.0,6.0,midpoint,True,1.24,1240.31,272.336
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_5.txt,40.0,24.0,6.0,return,True,1.524,1524.3,225.59
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_5.txt,40.0,24.0,6.0,traversal,True,1.3,1300.0,335.599
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_5.txt,40.0,24.0,6.0,composite,True,1.142,1141.6,172.378
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_6.txt,40.0,24.0,7.0,optimal,True,1.128,1128.0,3281.39
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_6.txt,40.0,24.0,7.0,largest_gap,True,1.188,1187.53,305.712
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_6.txt,40.0,24.0,7.0,midpoint,True,1.242,1242.0,1097.56
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_6.txt,40.0,24.0,7.0,return,True,1.498,1497.91,158.294
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_6.txt,40.0,24.0,7.0,traversal,True,1.265,1265.0,59.006
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_6.txt,40.0,24.0,7.0,composite,True,1.132,1132.31,1279.45
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_7.txt,40.0,24.0,8.0,optimal,True,1.034,1034.0,838.738
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_7.txt,40.0,24.0,8.0,largest_gap,True,1.08,1079.6,203.708
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_7.txt,40.0,24.0,8.0,midpoint,True,1.114,1114.4,159.65
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_7.txt,40.0,24.0,8.0,return,True,1.458,1457.95,390.154
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_7.txt,40.0,24.0,8.0,traversal,True,1.188,1188.0,1286.61
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_7.txt,40.0,24.0,8.0,composite,True,1.042,1041.52,733.866
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_8.txt,40.0,24.0,9.0,optimal,False,1.003,992.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_8.txt,40.0,24.0,9.0,largest_gap,False,1.054,1048.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_8.txt,40.0,24.0,9.0,midpoint,False,1.092,1088.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_8.txt,40.0,24.0,9.0,return,False,1.392,1390.03,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_8.txt,40.0,24.0,9.0,traversal,False,1.181,1167.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_8.txt,40.0,24.0,9.0,composite,False,1.022,1012.17,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_9.txt,40.0,24.0,10.0,optimal,False,1.129,1112.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_9.txt,40.0,24.0,10.0,largest_gap,False,1.183,1180.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_9.txt,40.0,24.0,10.0,midpoint,True,1.216,1215.51,1411.48
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_9.txt,40.0,24.0,10.0,return,True,1.502,1501.6,138.934
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_9.txt,40.0,24.0,10.0,traversal,True,1.267,1267.0,998.38
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_40_24_9.txt,40.0,24.0,10.0,composite,False,1.125,1123.5,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_0.txt,50.0,24.0,1.0,optimal,False,1.383,1382.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_0.txt,50.0,24.0,1.0,largest_gap,True,1.451,1451.15,334.563
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_0.txt,50.0,24.0,1.0,midpoint,True,1.484,1483.93,182.393
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_0.txt,50.0,24.0,1.0,return,True,1.938,1938.0,70.191
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_0.txt,50.0,24.0,1.0,traversal,True,1.581,1581.11,329.165
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_0.txt,50.0,24.0,1.0,composite,True,1.4,1400.32,1649.08
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_1.txt,50.0,24.0,2.0,optimal,False,1.237,1221.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_1.txt,50.0,24.0,2.0,largest_gap,False,1.303,1298.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_1.txt,50.0,24.0,2.0,midpoint,False,1.366,1356.3,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_1.txt,50.0,24.0,2.0,return,False,1.706,1703.0,3600.0
OrderBatching,MUTER_ONCAN,instances\Muter_Oncan\ins_50_24_1.txt,50.0,24.0,2.0,traversal,False,1.362,1362.0,3600.0
